username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,,,,,
Trilochanthaku6,14/04/2020 15:08:00,1,2,A re-adapted #Saptapati from @PMOIndia @narendramodi 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@PMOIndia @narendramodi @moayush,#Saptapati #AarogyaSetu,1.24993E+18,https://twitter.com/Trilochanthaku6/status/1249934919872045059,,,,,,,
GouravM59522882,14/04/2020 15:07:00,0,0,देशवासियों हमें अपनी भलाई के लिए पालन करना है @narendramodi जी के सुझावों का भी होममेड फेस-मास्क पहनें वरिष्ठ नागरिकों का ख्याल रखें आयुष मंत्रालय द्वारा दिए निर्देशो का पालन कर immunity बढ़ाएं #AarogyaSetu ऐप इंस्टॉल करें गरीब परिवारों की मदद ज़रूर हो @narendramodi,,@narendramodi @narendramodi,#AarogyaSetu,1.24993E+18,https://twitter.com/GouravM59522882/status/1249934802016321536,,,,,,,
neyaznoor,14/04/2020 15:07:00,0,4,The 7 mantras from @PMOIndia @narendramodi 1 Care elders 2 Stay within Laxman Rekha 3 Use homemade masks 4 Follow precautions of @moayush & use #AarogyaSetu app 5 Extend help to the poor 6 Pls don’t lay-off employees 7 Respect medical n sanitation workers #LockdownExtended pic.twitter.com/7yD8XhhgVx,,@PMOIndia @narendramodi @moayush,#AarogyaSetu #LockdownExtended,1.24993E+18,https://twitter.com/neyaznoor/status/1249934786279305216,,,,,,,
iamrajeevrai,14/04/2020 15:07:00,0,2,A re-adapted #Saptapati from @PMOIndia @narendramodi 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@PMOIndia @narendramodi @moayush,#Saptapati #AarogyaSetu,1.24993E+18,https://twitter.com/iamrajeevrai/status/1249934744512393216,,,,,,,
monusahu5,14/04/2020 15:05:00,0,0,#हमें अपनी भलाई के लिए #narendramodi जी के सुझावों का पालन जरूर करना चाहिएl #होममेड फेस-मास्क पहनें #वरिष्ठ नागरिकों का ख्याल रखें #आयुष मंत्रालय द्वारा दिए निर्देशो का पालन कर immunity बढ़ाएं #AarogyaSetu ऐप इंस्टॉल करें #गरीब परिवारों की मदद ज़रूर हो #IndiaFightsCorona,,,# #narendramodi # # # #AarogyaSetu # #IndiaFightsCorona,1.24993E+18,https://twitter.com/monusahu5/status/1249934166398885893,,,,,,,
AttTeraKeshav,14/04/2020 15:04:00,0,0,PM's 7 Tasks 1. Care for Elders 2. Stay within Laxman Rekha 3. Use Homemade Masks 4. Follow Precautions from AYUSH and Use #AarogyaSetu Application 5. Extend Help to the Poor 6. Please Don’t Lay-off Employees 7. Respect Doctors & and Medical Workers #Coronafighters,,,#AarogyaSetu #Coronafighters,1.24993E+18,https://twitter.com/AttTeraKeshav/status/1249934082932236288,,,,,,,
Akash_joshi27,14/04/2020 15:03:00,0,0,Seven steps to be followed by Indian. Given by @narendramodi 1 Care of senior citizens 2 Wear homemade mask 3 Follow Ayush Ministry 4 Install #AarogyaSetu App 5 Help poor 6 Job security for citizens 7 Gratitude worries #Lockdownextention #Covid19India #AarogyaSetuApp,,@narendramodi,#AarogyaSetu #Lockdownextention #Covid19India #AarogyaSetuApp,1.24993E+18,https://twitter.com/Akash_joshi27/status/1249933840165908481,,,,,,,
iamNaresh_P,14/04/2020 15:03:00,1,3,#Lockdown2 #StayHome #StayHomeIndia #StayHomeStaySafe #IndiaFightsCorona #IndiaFightsCOVID19 #कोरोनावायरस #कोरोना_वायरस #CoronaFighters #AarogyaSetu #LockdownExtended pic.twitter.com/cfhvtx40iI,,,#Lockdown2 #StayHome #StayHomeIndia #StayHomeStaySafe #IndiaFightsCorona #IndiaFightsCOVID19 # # #CoronaFighters #AarogyaSetu #LockdownExtended,1.24993E+18,https://twitter.com/iamNaresh_P/status/1249933780497776642,,,,,,,
AmanBudhiraja16,14/04/2020 15:03:00,0,0,New Task aa gaya hai.. Sab log please download #AarogyaSetu app. Give the app required permissions to access your location all the time. Threat to privacy < Threat to life. Let’s fight corona first.,,,#AarogyaSetu,1.24993E+18,https://twitter.com/AmanBudhiraja16/status/1249933779923111937,,,,,,,
shoukathkhan10,14/04/2020 15:03:00,0,2,A re-adapted #Saptapati from @PMOIndia @narendramodi 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers pic.twitter.com/AWMqQx9ycN,,@PMOIndia @narendramodi @moayush,#Saptapati #AarogyaSetu,1.24993E+18,https://twitter.com/shoukathkhan10/status/1249933750957301760,,,,,,,
thebablutiwari,14/04/2020 15:03:00,1,3,Advice by Hon'ble PM @narendramodi ji during lockdown 1. Care for elders 2. Stay at home,,,,,,,,,,,,
ghanshyambt,14/04/2020 15:02:00,0,1,धन्यवाद प्रधानमंत्री जी #AarogyaSetuApp #AarogyaSetu #AmbedkarJayanti #AskZee @narendramodi @anjanaomkashyap @chitraaum pic.twitter.com/e8xGPz0DhK,,@narendramodi @anjanaomkashyap @chitraaum,#AarogyaSetuApp #AarogyaSetu #AmbedkarJayanti #AskZee,1.24993E+18,https://twitter.com/ghanshyambt/status/1249933637874638848,,,,,,,
gafayazsogami,14/04/2020 15:02:00,0,0,1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@moayush,#AarogyaSetu,1.24993E+18,https://twitter.com/gafayazsogami/status/1249933601434554368,,,,,,,
PIBShimla,14/04/2020 15:02:00,1,1,#IndiaFightsCorona : 3. इम्यूनिटी बढ़ाने के लिए @moayush मंत्रालय द्वारा दिए गए निर्देशों का पालन 4. #AarogyaSetu Mobile App करें,,,,,,,,,,,,
venkat11_,14/04/2020 15:02:00,1,0,#PM 's 7-point agenda #CoronavirusIndia 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers..,,@moayush,#PM #CoronavirusIndia #AarogyaSetu,1.24993E+18,https://twitter.com/venkat11_/status/1249933484828712960,,,,,,,
rohan_parekh95,14/04/2020 15:02:00,0,1,Product placement koi Modiji se seekhe #AarogyaSetu #lockdown #Lockdownextention,,,#AarogyaSetu #lockdown #Lockdownextention,1.24993E+18,https://twitter.com/rohan_parekh95/status/1249933480940556288,,,,,,,
Bhagchand_Ak,14/04/2020 15:02:00,0,0,Installed #AarogyaSetu app. #Covid19 #Lockdown2 #Lockdownextention #ModiMangalMessage,,,#AarogyaSetu #Covid19 #Lockdown2 #Lockdownextention #ModiMangalMessage,1.24993E+18,https://twitter.com/Bhagchand_Ak/status/1249933426255257601,,,,,,,
Mastan_93,14/04/2020 15:01:00,0,1,A re-adapted #Saptapati from @PMOIndia @narendramodi 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@PMOIndia @narendramodi,#Saptapati #AarogyaSetu,1.24993E+18,https://twitter.com/Mastan_93/status/1249933394667958273,,,,,,,
upendratiwari_,14/04/2020 15:01:00,8,55,कोरोना संक्रमण का फैलाव रोकने में मदद करने के लिए आरोग्य सेतु मोबाइल App जरूर डाउनलोड करें। दूसरों को भी इस App को डाउनलोड करने के लिए प्रेरित करें। #IndiaFightsCorona @BJP4UP @BJP4India #AarogyaSetu pic.twitter.com/THGcIEUCfo,,@BJP4UP @BJP4India,#IndiaFightsCorona #AarogyaSetu,1.24993E+18,https://twitter.com/upendratiwari_/status/1249933363772903424,,,,,,,
chayamysore,14/04/2020 15:00:00,0,0,SAPTA MANTHRA for the well-being of countrymen ... 1. Take care of senior citizens 2. Wear home made face cover 3. Follow immunity building guidelines issued by health ministry 4. Install #AarogyaSetu App #1,,,#AarogyaSetu #1,1.24993E+18,https://twitter.com/chayamysore/status/1249933146755231746,,,,,,,
PatelNaree,14/04/2020 15:00:00,0,0,A re-adapted #Saptapati from @PMOIndia @narendramodi 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@PMOIndia @narendramodi @moayush,#Saptapati #AarogyaSetu,1.24993E+18,https://twitter.com/PatelNaree/status/1249933044498087937,,,,,,,
Ankithindu94,14/04/2020 15:00:00,0,0,अगले एक सप्ताह तक कोरोना के ख़िलाफ़ लड़ाई में कठोरता और बढ़ाई जाएगी. 20 अप्रैल तक हर राज्य,,,,,,,,,,,,
NBirenSingh,14/04/2020 15:00:00,18,92,Advice by Hon'ble PM @narendramodi ji during lockdown : 1. Care for elders 2. Stay at home,,,,,,,,,,,,
bablurockzzzz,14/04/2020 15:00:00,0,0,#PM 's 7-point agenda #CoronavirusIndia 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers..,,@moayush,#PM #CoronavirusIndia #AarogyaSetu,1.24993E+18,https://twitter.com/bablurockzzzz/status/1249932934531829760,,,,,,,
ensettdotcom,14/04/2020 15:00:00,0,0,Check out- Our 2nd News Update On Digital Marketing,,,,,,,,,,,,
RajkumarMudir14,14/04/2020 14:59:00,0,0,#PM 's 7-point agenda #CoronavirusIndia 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers..,,@moayush,#PM #CoronavirusIndia #AarogyaSetu,1.24993E+18,https://twitter.com/RajkumarMudir14/status/1249932851618787333,,,,,,,
BajpaiUsha,14/04/2020 14:59:00,0,2,Sapta Mantra for the well-being of countrymen ... 1. Take care of senior citizens 2. Wear home made face cover 3. Follow immunity building guidelines issued by health ministry 4. Install #AarogyaSetu App 5. Help poor families in every aspect #IndiaFightsCorona @JPNadda,,@JPNadda,#AarogyaSetu #IndiaFightsCorona,1.24993E+18,https://twitter.com/BajpaiUsha/status/1249932836263477248,,,,,,,
tweety24719689,14/04/2020 14:59:00,0,0,We all can do our bit .. check out all the highlights of PM adddess to the nation https:// hungryboo.com/pm-modi-extend s-nationwide-lockdown-till-may-3-amid-coronavirus-outbreak-in-india/ … #PMModi #Narendermodi #BabasahebAmbedkar #AarogyaSetu #CoronavirusOutbreakindia #COVID2019 #coronavirusindia #lockdown #LockdownNoCompromise #LockdownExtended,,,#PMModi #Narendermodi #BabasahebAmbedkar #AarogyaSetu #CoronavirusOutbreakindia #COVID2019 #coronavirusindia #lockdown #LockdownNoCompromise #LockdownExtended,1.24993E+18,https://twitter.com/tweety24719689/status/1249932789404717056,,,,,,,
PraneshPanchol1,14/04/2020 14:59:00,0,0,प्रधानमंत्री जी,,,,,,,,,,,,
mohitsharma1123,14/04/2020 14:59:00,0,0,अगले एक सप्ताह तक कोरोना के ख़िलाफ़ लड़ाई में कठोरता और बढ़ाई जाएगी. 20 अप्रैल तक हर राज्य,,,,,,,,,,,,
JD11694848,14/04/2020 14:58:00,0,0,#CoronavirusOutbreakindia #coronavirusindia #AarogyaSetuApp #AarogyaSetu https:// inkitloud.com/aarogya-setu-t he-healing-bridge/ …,,,#CoronavirusOutbreakindia #coronavirusindia #AarogyaSetuApp #AarogyaSetu,1.24993E+18,https://twitter.com/JD11694848/status/1249932644659290115,,,,,,,
ayurvedikupay,14/04/2020 14:58:00,0,0,सांधेदुखीवर एकदम साधा व सोपा घरगुती उपाय पाहण्यासाठी खालि दिलेल्या लिंक ला क्लिक करा https:// youtu.be/tl911UIE_As #AarogyaSetu #jointpain #सांधेवात #Kneepain pic.twitter.com/lQPOrmMAoE,,,#AarogyaSetu #jointpain # #Kneepain,1.24993E+18,https://twitter.com/ayurvedikupay/status/1249932643300331520,,,,,,,
SuryawaniManish,14/04/2020 14:58:00,0,2,A re-adapted #Saptapati from @narendramodi 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@narendramodi @moayush,#Saptapati #AarogyaSetu,1.24993E+18,https://twitter.com/SuryawaniManish/status/1249932614384775168,,,,,,,
sachin_ruparel,14/04/2020 14:58:00,0,0,वंय राष्ट्रे जागृयाम @narendramodi ji #togetherwecan & We Will. #IndiaFightsCorona #LockdownNoCompromise #Lockdownextention #LockdownExtended #AarogyaSetuApp #AarogyaSetu pic.twitter.com/64XpgmxZhb,,@narendramodi,#togetherwecan #IndiaFightsCorona #LockdownNoCompromise #Lockdownextention #LockdownExtended #AarogyaSetuApp #AarogyaSetu,1.24993E+18,https://twitter.com/sachin_ruparel/status/1249932578989039617,,,,,,,
NishaTi78096066,14/04/2020 14:58:00,0,1,#Narendermodi ji @NarendraModi1FC @club_narendra #कोरोना_को_हराना_है #भारतवर्ष को विजयी बनाना है #AarogyaSetu #कोरोना_वायरस #कोविड_19 Read my thoughts on YourQuote app at https://www. yourquote.in/nisha-tiwari-b 1ame/quotes/koronaa-ko-hlke-men-lene-vaale-hmaare-saathii-naa-smjhne-aur-6pg9q … pic.twitter.com/9e83KjiQ8g,,@NarendraModi1FC @club_narendra,#Narendermodi # # #AarogyaSetu # #,1.24993E+18,https://twitter.com/NishaTi78096066/status/1249932577458151424,,,,,,,
ganesh_vtv,14/04/2020 14:58:00,0,1,#PM 's 7-point agenda #CoronavirusIndia 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@moayush,#PM #CoronavirusIndia #AarogyaSetu,1.24993E+18,https://twitter.com/ganesh_vtv/status/1249932439427764225,,,,,,,
CAnareshdhoot,14/04/2020 14:58:00,0,1,@narendramodi 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@narendramodi @moayush,#AarogyaSetu,1.24993E+18,https://twitter.com/CAnareshdhoot/status/1249932425481859072,,,,,,,
dranirban,14/04/2020 14:58:00,0,1,7 points suggested by PM @narendramodi - 1 Care for the elderly 2 Wear (homemade) mask when outdoors 3 Follow Ayush Ministry advice to improve immunity 4 Install #AarogyaSetu App 5 Help poor 6 Job security for employed 7 Gratitude towards #CoronaWarriors,,@narendramodi,#AarogyaSetu #CoronaWarriors,1.24993E+18,https://twitter.com/dranirban/status/1249932394691358722,,,,,,,
Mitheeleshp,14/04/2020 14:57:00,0,0,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https:// play.google.com/store/apps/det ails?id=nic.goi.aarogyasetu … iOS : https:// apps.apple.com/in/app/aarogya setu/id1505825357 … @narendramodi #COVID2019 #AarogyaSetu #CoronavirusOutbreakindia #coronavirus #coronavirusindia @drharshvardhan RT pic.twitter.com/rLDXvzJSIx,,@narendramodi @drharshvardhan,#COVID2019 #AarogyaSetu #CoronavirusOutbreakindia #coronavirus #coronavirusindia,1.24993E+18,https://twitter.com/Mitheeleshp/status/1249932331533496320,,,,,,,
AyanPawanist_,14/04/2020 14:57:00,3,6,#PM 's 7-point agenda #CoronavirusIndia 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers..,,@moayush,#PM #CoronavirusIndia #AarogyaSetu,1.24993E+18,https://twitter.com/AyanPawanist_/status/1249932323866341376,,,,,,,
alka_gurjar,14/04/2020 14:57:00,1,33,कोरोना योध्दा सफाई कर्मी ईश्वर को घर का बना मास्क धारण करवाया ,,,,,,,,,,,,
M_Hemanthkumar_,14/04/2020 14:57:00,0,0,The 7 mantras from @PMOIndia @narendramodi 1 Care elders 2 Stay within Laxman Rekha 3 Use homemade masks 4 Follow precautions of @moayush & use #AarogyaSetu app 5 Extend help to the poor 6 Pls don’t lay-off employees 7 Respect medical n sanitation workers #AndhraFightsCorona pic.twitter.com/3I7S5uNHgo,,@PMOIndia @narendramodi @moayush,#AarogyaSetu #AndhraFightsCorona,1.24993E+18,https://twitter.com/M_Hemanthkumar_/status/1249932283475161093,,,,,,,
Hemantvyas45,14/04/2020 14:56:00,0,2,1. Care for elders 2. Stay within Laxman Rekha 3.Use homemade masks 4. Follow precautions from @moayush +use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers #togetherwecan #IndiaFightsCorona @mvmeet @Collector_KNR,,@moayush @mvmeet @Collector_KNR,#AarogyaSetu #togetherwecan #IndiaFightsCorona,1.24993E+18,https://twitter.com/Hemantvyas45/status/1249932060694704128,,,,,,,
ravirazgpj,14/04/2020 14:56:00,0,0,PM @narendramodi Ji’s proactive decision making has ensured that India is better placed. 7 points - 1 Care of senior citizens 2 Wear homemade mask 3 Follow Ayush Ministry 4 Install #AarogyaSetu App 5 Help poor 6 Job security for citizens 7 Gratitude towards #COVID2019india,,@narendramodi,#AarogyaSetu #COVID2019india,1.24993E+18,https://twitter.com/ravirazgpj/status/1249932028138545152,,,,,,,
PIBMumbai,14/04/2020 14:56:00,1,1,Download and install #AarogyaSetu mobile app and also encourage others to use the app,,,,,,,,,,,,
Bennypspk,14/04/2020 14:56:00,0,2,#PM 's 7-point agenda #CoronavirusIndia 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers..,,@moayush,#PM #CoronavirusIndia #AarogyaSetu,1.24993E+18,https://twitter.com/Bennypspk/status/1249931937533153282,,,,,,,
ArvindBuchiya,14/04/2020 14:56:00,0,2,A re-adapted #Saptapati from @PMOIndia @narendramodi 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@PMOIndia @narendramodi @moayush,#Saptapati #AarogyaSetu,1.24993E+18,https://twitter.com/ArvindBuchiya/status/1249931930356899840,,,,,,,
NagruRamesh,14/04/2020 14:55:00,0,1,A re-adapted #Saptapati from @PMOIndia @narendramodi 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@PMOIndia @narendramodi @moayush,#Saptapati #AarogyaSetu,1.24993E+18,https://twitter.com/NagruRamesh/status/1249931824739971073,,,,,,,
VMobitech,14/04/2020 14:55:00,0,0,To empower its citizens,,,,,,,,,,,,
AmitWiculate,14/04/2020 14:55:00,0,1,7steps towards #IndiaFightsCorona 1. Take care of senior citizens 2. Wear face masks 3. Increase immunity 4. Install #AarogyaSetu App 5. Help poor families in every aspect 6. Be sensitive to employees,,,,,,,,,,,,
COVIDNewsByMIB,14/04/2020 14:55:00,12,35,#IndiaFightsCorona : 3. इम्यूनिटी बढ़ाने के लिए आयुष मंत्रालय द्वारा दिए गए निर्देशों का पालन 4. #AarogyaSetu Mobile App करें,,,,,,,,,,,,
ManoxSingh10,14/04/2020 14:54:00,0,1,New Task For India अपने अपने area को lockdown free करना है और..... देश को corona free करना है #AarogyaSetu #APFightsCorona #BeatCOVID19 #BeatTheVirus,,,#AarogyaSetu #APFightsCorona #BeatCOVID19 #BeatTheVirus,1.24993E+18,https://twitter.com/ManoxSingh10/status/1249931626739412993,,,,,,,
Manvir_001,14/04/2020 14:54:00,0,2,Arogya Setu app is an important weapon to fight against covid-19.. #ActNowSaveEconomy #GoCoronaGo #AarogyaSetu #CoronaWarriors #ActNowSaveEconomy #LockdownTill3April pic.twitter.com/ocBnFQIoQ6,,,#ActNowSaveEconomy #GoCoronaGo #AarogyaSetu #CoronaWarriors #ActNowSaveEconomy #LockdownTill3April,1.24993E+18,https://twitter.com/Manvir_001/status/1249931622708699136,,,,,,,
vaibhavgarg0901,14/04/2020 14:54:00,0,0,#Lockdown #Extension #3rdMay #VeryImportant #StrictLockdown #AarogyaSetu #Download #Masks #Helpdpoor #GoCoronaGo #RespectCoronaWarriors #StaySafe #stayhome #PMModi #Salute #SaviourofNation #SaviourofWorld #GreatestLeader #CoronaLeaveIndia ##IndiaFightsCorona,,,#Lockdown #Extension #3rdMay #VeryImportant #StrictLockdown #AarogyaSetu #Download #Masks #Helpdpoor #GoCoronaGo #RespectCoronaWarriors #StaySafe #stayhome #PMModi #Salute #SaviourofNation #SaviourofWorld #GreatestLeader #CoronaLeaveIndia # #IndiaFightsCorona,1.24993E+18,https://twitter.com/vaibhavgarg0901/status/1249931552605306881,,,,,,,
AJITKUSHWAH18,14/04/2020 14:54:00,0,1,Follow these 7 important point that our Prime Minister has said. 1 Care of senior citizens 2 Wear homemade mask 3 Follow Ayush Ministry 4 Install #AarogyaSetu App 5 Help poor 6 Job security for citizens 7 Gratitude towards,,,#AarogyaSetu,1.24993E+18,https://twitter.com/AJITKUSHWAH18/status/1249931524985610240,,,,,,,
viku_banna_sa,14/04/2020 14:54:00,0,0,#AarogyaSetuApp #AarogyaSetu hi all i getting error in login part of this app after many times getting same error pic.twitter.com/25DXprMl94,,,#AarogyaSetuApp #AarogyaSetu,1.24993E+18,https://twitter.com/viku_banna_sa/status/1249931473915797505,,,,,,,
BolbumChoudhary,14/04/2020 14:54:00,18,11,#Saptapati from @narendramodi ji... 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow @moayush + use #AarogyaSetu app 5. Help to the poor 6. Don’t lay-off employees 7. Respect doctors & medical workers #IndiaFightsCorona #LockdownExtended pic.twitter.com/x3JYOGCnxO,,@narendramodi @moayush,#Saptapati #AarogyaSetu #IndiaFightsCorona #LockdownExtended,1.24993E+18,https://twitter.com/BolbumChoudhary/status/1249931459751579648,,,,,,,
NITINJO51699293,14/04/2020 14:54:00,0,1,#Saptapati from Respected @narendramodi ji 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@narendramodi @moayush,#Saptapati #AarogyaSetu,1.24993E+18,https://twitter.com/NITINJO51699293/status/1249931396769964032,,,,,,,
UkuDahal,14/04/2020 14:53:00,0,0,#PM 's 7-point agenda #CoronavirusIndia 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@moayush,#PM #CoronavirusIndia #AarogyaSetu,1.24993E+18,https://twitter.com/UkuDahal/status/1249931294148001793,,,,,,,
sagarrastogi002,14/04/2020 14:53:00,0,2,देशवासियों हमें अपनी भलाई के लिए पालन करना है @narendramodi जी के सुझावों का •होममेड फेस-मास्क पहनें •वरिष्ठ नागरिकों का ख्याल रखें •आयुष मंत्रालय द्वारा दिए निर्देशो का पालन कर immunity बढ़ाएं • #AarogyaSetu ऐप इंस्टॉल करें •गरीब परिवारों की मदद ज़रूर हो #IndiaFightsCorona,,@narendramodi,#AarogyaSetu #IndiaFightsCorona,1.24993E+18,https://twitter.com/sagarrastogi002/status/1249931266155151360,,,,,,,
AmitKum78224090,14/04/2020 14:53:00,0,0,देशवासियों हमें अपनी भलाई के लिए पालन करना है @narendramodi जी के सुझावों का •होममेड फेस-मास्क पहनें •वरिष्ठ नागरिकों का ख्याल रखें •आयुष मंत्रालय द्वारा दिए निर्देशो का पालन कर immunity बढ़ाएं • #AarogyaSetu ऐप इंस्टॉल करें •गरीब परिवारों की मदद ज़रूर हो #IndiaFightsCorona,,@narendramodi,#AarogyaSetu #IndiaFightsCorona,1.24993E+18,https://twitter.com/AmitKum78224090/status/1249931205983842304,,,,,,,
shwetarai995,14/04/2020 14:53:00,1,4,7 Things to Fight #CoronaVirus 1. Care for Elders. 2. Stay within Laxman Rekha 3. Use Homemade masks 4. Follow Precautions from @moayush + #AarogyaSetu app 5. Extend Help to the Poor 6. Pls Don’t lay-off Employees 7. Respect Doctors & Medical workers #Narendermodi #Lockdown2,,@moayush,#CoronaVirus #AarogyaSetu #Narendermodi #Lockdown2,1.24993E+18,https://twitter.com/shwetarai995/status/1249931194956824578,,,,,,,
GaneshJaiHind,14/04/2020 14:53:00,2,13,Saptapadi: PM's 7 Tasks 1. Care for Elders 2. Stay within Laxman Rekha 3. Use Homemade Masks 4. Follow Precautions from AYUSH and Use #AarogyaSetu Application 5. Extend Help to the Poor 6. Please Don’t Lay-off Employees 7. Respect Doctors & and Medical Workers,,,#AarogyaSetu,1.24993E+18,https://twitter.com/GaneshJaiHind/status/1249931174077558785,,,,,,,
rajendra_keelka,14/04/2020 14:52:00,0,0,A re-adapted #Saptapati from @PMOIndia @narendramodi 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@PMOIndia @narendramodi @moayush,#Saptapati #AarogyaSetu,1.24993E+18,https://twitter.com/rajendra_keelka/status/1249931132415520768,,,,,,,
abby_1042,14/04/2020 14:52:00,0,0,Please use this app and help the Government @SetuAarogya #AarogyaSetu #AarogyaSetuApp #BeatingCorona #Covid19India pic.twitter.com/ZixhsB4EPd,,@SetuAarogya,#AarogyaSetu #AarogyaSetuApp #BeatingCorona #Covid19India,1.24993E+18,https://twitter.com/abby_1042/status/1249931067785527297,,,,,,,
NishaTi78096066,14/04/2020 14:52:00,0,2,#Narendermodi ji #कोरोना_को_हराना_है #भारतवर्ष को विजयी बनाना है #AarogyaSetu #कोरोना_वायरस #कोविड_19 Read my thoughts on YourQuote app at https://www. yourquote.in/nisha-tiwari-b 1ame/quotes/koronaa-ko-hlke-men-lene-vaale-hmaare-saathii-naa-smjhne-aur-6pg9q … pic.twitter.com/9e83KjiQ8g,,,#Narendermodi # # #AarogyaSetu # #,1.24993E+18,https://twitter.com/NishaTi78096066/status/1249931060684533762,,,,,,,
ChakaliChoro,14/04/2020 14:52:00,3,14,મોદી કાકા એ શિક્ષક જેવું કર્યું.... જે હોમવર્ક બરાબર પૂરું કરશે... એને બહાર રમવા જવા મળશે... #lockdown #Narendermodi #ModiMama #AarogyaSetu #,,,#lockdown #Narendermodi #ModiMama #AarogyaSetu #,1.24993E+18,https://twitter.com/ChakaliChoro/status/1249931046402981889,,,,,,,
vikashkr92,14/04/2020 14:52:00,0,0,A re-adapted #Saptapati from @PMOIndia @narendramodi 1. Care for elders 2. Stay within Laxman Rekha 3. Use homemade masks 4. Follow precautions from @moayush + use #AarogyaSetu app 5. Extend help to the poor 6. Pls don’t lay-off employees 7. Respect doctors & medical workers,,@PMOIndia @narendramodi @moayush,#Saptapati #AarogyaSetu,1.24993E+18,https://twitter.com/vikashkr92/status/1249931039893598209,,,,,,,
