username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,,,,,
nik2089696,03/05/2020 04:49:00,0,1,engineer ki paidayis or tera pappu bar vle ki paidayis kan kholo or suno... app me background processing on hoti h to fir zoom ho ya #AarogyaSetu app chori kahin se bi ho skti h ... totally depends on loop falls @Arnab5222,,@Arnab5222,#AarogyaSetu,1.25666E+18,https://twitter.com/nik2089696/status/1256664610586820608,,,,,,,
partimechef,03/05/2020 04:47:00,0,2,Kuch Samajh hai ya aise hi bol dete ho...Gazab k bewkoof ho yaar #AarogyaSetu https:// twitter.com/RahulGandhi/st atus/1256579764258607107 …,,,#AarogyaSetu,1.25666E+18,https://twitter.com/partimechef/status/1256664054153633792,,,,,,,
ashishdua_INC,03/05/2020 04:45:00,9,10,Daily a new low...Work of Ministers of #BJP is to stoop to a new low everyday? Is trolling @RahulGandhi only job assigned to them? Understood that their Governance deficit is a hereditary deficiency but why are they making the nation suffer... Check vulnerability of #AarogyaSetu https:// twitter.com/ndtv/status/12 56660489523785728 … pic.twitter.com/j7ZmQNWQk1,,@RahulGandhi,#BJP #AarogyaSetu,1.25666E+18,https://twitter.com/ashishdua_INC/status/1256663701056180229,,,,,,,
anandnama,03/05/2020 04:42:00,0,0,#AarogyaSetu #IndiaFightsCorona #StayHomeStaySafe https:// twitter.com/Varun_Jhaveri/ status/1256587934267895808 …,,,#AarogyaSetu #IndiaFightsCorona #StayHomeStaySafe,1.25666E+18,https://twitter.com/anandnama/status/1256662759216836610,,,,,,,
amitju27,03/05/2020 04:41:00,0,0,One app from #GOI making ppl worry. Think about the all the #Chinese or #nonchinese app which collect our information. We should protest for it rather than a app which I need of an hour. #AarogyaSetu #PMO,,,#GOI #Chinese #nonchinese #AarogyaSetu #PMO,1.25666E+18,https://twitter.com/amitju27/status/1256662722088845312,,,,,,,
aagneya_rahul,03/05/2020 04:41:00,0,1,Facebook,,,,,,,,,,,,
SdmVapi,03/05/2020 04:40:00,3,15,You can now contribute towards defeating #COVID19 at the click of a button. #IndiaFightsCorona #AarogyaSetuApp is your one-stop app to get relevant information & Government advisories to fight #Coronavirus . Download #AarogyaSetu here: http:// bit.ly/3b7bMSN,,,#COVID19 #IndiaFightsCorona #AarogyaSetuApp #Coronavirus #AarogyaSetu,1.25666E+18,https://twitter.com/SdmVapi/status/1256662437224316928,,,,,,,
SHIBU_DIBRUGARH,03/05/2020 04:40:00,0,0,Click #AarogyaSetu Termite. You'll come across an army of them. Instead read and respond to.. https:// twitter.com/SaketGokhale/s tatus/1256223461820829703?s=19 …,,,#AarogyaSetu,1.25666E+18,https://twitter.com/SHIBU_DIBRUGARH/status/1256662376549515264,,,,,,,
sngh_praveen,03/05/2020 04:37:00,0,0,किसी ने आरोग्य सेतु को mobile game समझ कर install किया था। मजा नहीं आया तो बेकार होगा ही। Cartoon देखा करें सरकार मन खुश रहेगा। #AarogyaSetu,,,#AarogyaSetu,1.25666E+18,https://twitter.com/sngh_praveen/status/1256661709256667136,,,,,,,
mesumitrajput,03/05/2020 04:37:00,3,5,राहुल भईया कह रहे है कि आरोग्यसेतु ऐप जासूसी करता है लोगों को प्रईविसी का खतरा है। चलो मान भी लेते है। और जो सब लोग अपना सारा डाटा गूगल फेसबुक के हवाले किये बैठे है वो खतरा नहीं है अरे आप के पास तो आईफोन होगा आपकी सारी प्रैविसी तो आईफोन के पास है #आरोग्य_सेतु #AarogyaSetu,,,# #AarogyaSetu,1.25666E+18,https://twitter.com/mesumitrajput/status/1256661492574810112,,,,,,,
NSisodiya86,03/05/2020 04:34:00,0,1,उगाही हो रही इसमें,,,,,,,,,,,,
amiyo123,03/05/2020 04:34:00,1,1,जो राम सेतु पे सवाल उठा सकते हैं उनसे आप कैसे उम्मीद कर सकते हैं कि वो लोग #AarogyaSetu सेतु पे सवाल नही उठाएंगे l @RahulGandhi https:// twitter.com/MimrotReena/st atus/1256637833281802241 …,,@RahulGandhi,#AarogyaSetu,1.25666E+18,https://twitter.com/amiyo123/status/1256660753899118592,,,,,,,
nielnitesh,03/05/2020 04:32:00,0,0,#AarogyaSetu #weTrustAarogyaSetu pic.twitter.com/2dDjX5huNU,,,#AarogyaSetu #weTrustAarogyaSetu,1.25666E+18,https://twitter.com/nielnitesh/status/1256660425115987972,,,,,,,
RiteshKhede,03/05/2020 04:30:00,0,0,@RahulGandhi Baba #AarogyaSetu app se aapke vote bank ko koi fark nahi padega. Believe me,,,,,,,,,,,,
AdityaBhaskar07,03/05/2020 04:28:00,0,2,The whole idea of a digital India and using technology to track,,,,,,,,,,,,
JAYRAJ2008,03/05/2020 04:28:00,0,0,EXPOSING white lies of @RahulGandhi #Congress . #AarogyaSetu is #GovernmentOfIndia App offered by @NICMeity which falls under @GoI_MeitY headed @rsprasad iT has clear information on what r the information collected,,,,,,,,,,,,
Manishk92353364,03/05/2020 04:25:00,1,2,पप्पू सर्वगुण संपन्न,,,,,,,,,,,,
Manishk92353364,03/05/2020 04:24:00,0,2,पप्पू सर्वगुण संपन्न,,,,,,,,,,,,
EnlightenTelan1,03/05/2020 04:19:00,0,0,Pak spies could use Aarogya Setu-like app to target Indian military personnel,,,,,,,,,,,,
ravigupta00,03/05/2020 04:16:00,0,1,#AarogyaSetu #COVID__19 #IndiaFightsCOVID19 #IndiaFightsCarona pic.twitter.com/HuNMlAigUW,,,#AarogyaSetu #COVID__19 #IndiaFightsCOVID19 #IndiaFightsCarona,1.25666E+18,https://twitter.com/ravigupta00/status/1256656321929068544,,,,,,,
niteshkumar030,03/05/2020 04:16:00,0,0,Why every time whenever @RahulGandhi Or @INCIndia hear the word #Setu they speak or behave foolish. Either it's #ramsetu or #AarogyaSetu . #Kuch_toh_gadbad_hai_daya . @BJP4India @sambitswaraj @sardanarohit @gauravbh @SushantBSinha,,@RahulGandhi @INCIndia @BJP4India @sambitswaraj @sardanarohit @gauravbh @SushantBSinha,#Setu #ramsetu #AarogyaSetu #Kuch_toh_gadbad_hai_daya,1.25666E+18,https://twitter.com/niteshkumar030/status/1256656228224077824,,,,,,,
niteshkumar030,03/05/2020 04:14:00,0,0,Why every time whenever @RahulGandhi Or @INCIndia hear the word #Setu they speak or behave foolish. Either it's #ramsetu or #AarogyaSetu . #Kuch_toh_gadbad_hai_daya .,,@RahulGandhi @INCIndia,#Setu #ramsetu #AarogyaSetu #Kuch_toh_gadbad_hai_daya,1.25666E+18,https://twitter.com/niteshkumar030/status/1256655905703161856,,,,,,,
kpranjan1,03/05/2020 04:12:00,0,0,@pcmcindiagovin @PMOIndia @CMOMaharashtra #AarogyaSetu app is saying there is no COVID19 patients in 2km radius but as of now there are 2 containment zone in 1km radius. Even I am tweeting from containment zone. It showing wrong info. @RahulGandhi may be ,,@pcmcindiagovin @PMOIndia @CMOMaharashtra @RahulGandhi,#AarogyaSetu,1.25666E+18,https://twitter.com/kpranjan1/status/1256655233058365440,,,,,,,
SujaSamuel777,03/05/2020 04:06:00,0,0,Pakistani spies use #AarogyaSetu app to target Indian #military personnel,,,,,,,,,,,,
gmjecks,03/05/2020 04:02:00,0,0,इन्हे हर बात से समस्या है,,,,,,,,,,,,
ApyaInnovations,03/05/2020 04:02:00,0,0,If u have a smart phone with some applications in it and if u r in social media ,,,,,,,,,,,,
shishirdubey21,03/05/2020 03:59:00,0,0,#GOI would do well to promote use case / demo video of #AarogyaSetu app via TV ads to drive home the point I believe.,,,#GOI #AarogyaSetu,1.25665E+18,https://twitter.com/shishirdubey21/status/1256651983865253889,,,,,,,
thatsTamil,03/05/2020 03:58:00,2,14,ஆரோக்கிய சேது செயலி குறித்து சந்தேகம் எழுப்பிய ராகுல்... பதிலடி கொடுத்த மத்திய அமைச்சர் ரவிசங்கர் https:// tamil.oneindia.com/news/delhi/rah ul-gandhi-says-aarogya-setu-app-a-sophisticated-surveillancesystem-raises-privacy-concern-384344.html … #rahulgandhi #aarogyasetu #ravishankarprasad,,,#rahulgandhi #aarogyasetu #ravishankarprasad,1.25665E+18,https://twitter.com/thatsTamil/status/1256651732815196160,,,,,,,
GujjuMafia,03/05/2020 03:56:00,0,0,I have been saying thing this from past 15 days #AarogyaSetu #SurveillanceState #PoliceState,,,#AarogyaSetu #SurveillanceState #PoliceState,1.25665E+18,https://twitter.com/GujjuMafia/status/1256651247853006854,,,,,,,
Nirvan_P,03/05/2020 03:56:00,0,0,#AarogyaSetu #Stopsurvelliance #infosys #india,,,#AarogyaSetu #Stopsurvelliance #infosys #india,1.25665E+18,https://twitter.com/Nirvan_P/status/1256651203754295298,,,,,,,
rrahulshoot,03/05/2020 03:54:00,0,0,Arogya Setu app can become instrumental in stopping the spread of Corona virus. Through this message you are spreading misinformation,,,,,,,,,,,,
Daya88476,03/05/2020 03:49:00,0,0,#SIM कार्ड लेने के लिए खोल कर दे दिए #AadhaarCard पर #AarogyaSetu से #Privacy भंग हो जाती है ,,,,,,,,,,,,
nileshpatilpune,03/05/2020 03:49:00,0,1,तुम्हाला इंग्लिश बोलता येत याचा अर्थ तुम्हाला अक्कल आहे असा बिलकुल नाही .. #AarogyaSetu app which uses smartphone's GPS and Bluetooth features to track the coronavirus infection. Its purpose is to create awareness & use of location tracking to track #COVID19 patients https:// twitter.com/RahulGandhi/st atus/1256579764258607107 …,,,#AarogyaSetu #COVID19,1.25665E+18,https://twitter.com/nileshpatilpune/status/1256649481367388160,,,,,,,
GujjuMafia,03/05/2020 03:49:00,0,4,By which law has the Govt make it compulsory just answer this question. When the SC judgements says even Aadhaar can't be made compulsory how can an app which traces you everywhere be made compulsory ? Guess Anything goes in the name of Pandemic #AarogyaSetu #SurveillanceState,,,#AarogyaSetu #SurveillanceState,1.25665E+18,https://twitter.com/GujjuMafia/status/1256649446424588289,,,,,,,
manishbatavia,03/05/2020 03:49:00,0,1,This is an excellent feature on the #AarogyaSetu app! I recommend that you download it. Also,,,,,,,,,,,,
GujjuMafia,03/05/2020 03:48:00,0,1,By which law has the Govt make it compulsory just answer this question. When the SC judgements says even Aadhaar can't be made compulsory how can an app which traces you everywhere be made compulsory ? Guess Anything goes in the name of Pandemic #AarogyaSetu #SurveillanceState,,,#AarogyaSetu #SurveillanceState,1.25665E+18,https://twitter.com/GujjuMafia/status/1256649227939147776,,,,,,,
Abdullah78_6,03/05/2020 03:48:00,0,0,#AarogyaSetu https:// twitter.com/asadowaisi/sta tus/1256601823680425984 …,,,#AarogyaSetu,1.25665E+18,https://twitter.com/Abdullah78_6/status/1256649178274426880,,,,,,,
samirhhm,03/05/2020 03:46:00,0,0,Respected @narendramodi Sir,,,,,,,,,,,,
dna,03/05/2020 03:46:00,5,56,Rahul Gandhi calls Arogya Setu app 'sophisticated surveillance system',,,,,,,,,,,,
GujjuMafia,03/05/2020 03:45:00,0,5,By which law has the Govt make it compulsory just answer this question. When the SC judgements says even Aadhaar can't be made compulsory how can an app which traces you everywhere be made compulsory ? Guess Anything goes in the name of Pandemic #AarogyaSetu #SurveillanceState,,,#AarogyaSetu #SurveillanceState,1.25665E+18,https://twitter.com/GujjuMafia/status/1256648498436399105,,,,,,,
madhyamam,03/05/2020 03:45:00,0,1,#aarogyasetu ,,,,,,,,,,,,
AnnapurnaChatu2,03/05/2020 03:41:00,0,0,#AarogyaSetu is a superb app which makes help the govt to track #Covid status & keep the citizens alert abt nearby #Corona spread.,,,#AarogyaSetu #Covid #Corona,1.25665E+18,https://twitter.com/AnnapurnaChatu2/status/1256647518097530880,,,,,,,
HowardRoark25,03/05/2020 03:40:00,0,3,#AarogyaSetu fits best in one place....in #Feku 's A*#,,,#AarogyaSetu #Feku #,1.25665E+18,https://twitter.com/HowardRoark25/status/1256647335565615104,,,,,,,
SevenSenseTech,03/05/2020 03:39:00,0,0,Aarogya Setu App is now mandatory for the public,,,,,,,,,,,,
loudspeaker_off,03/05/2020 03:39:00,1,3,#AarogyaSetu This app is failed version of desi snooping aap #Khimbo ,,,,,,,,,,,,
ajaykum97_,03/05/2020 03:37:00,0,1,How to Use ATM,,,,,,,,,,,,
i_m_cs,03/05/2020 03:36:00,0,0,"@SetuAarogya : Have you traveled anywhere internationally in the last 14 days?"" This question is really necessary now? We are in #Lockdown from more than 40+ days. #AarogyaSetu #Lockdown3Point0 #lockdown3 #lockdown #coronavirus #COVID__19 #AarogyaSetuApp ",,@SetuAarogya,#Lockdown #AarogyaSetu #Lockdown3Point0 #lockdown3 #lockdown #coronavirus #COVID__19 #AarogyaSetuApp,1.25665E+18,https://twitter.com/i_m_cs/status/1256646279540568064,,,,,,,
SevenSenseTech,03/05/2020 03:36:00,1,0,Aarogya सेतु ऐप अब सार्वजनिक,,,,,,,,,,,,
mabhinav60,03/05/2020 03:34:00,0,0,@rsprasad Tracking people with #AarogyaSetu and extending #Lockdownextention wouldn't make India #COVID__19 free magically when your govt only tested 976363 out of 135+crores citizens. And how govt is tracking people living below the poverty line in India,,@rsprasad,#AarogyaSetu #Lockdownextention #COVID__19,1.25665E+18,https://twitter.com/mabhinav60/status/1256645807790424064,,,,,,,
advocatekhushbu,03/05/2020 03:33:00,0,1,n/2. Personal information provided at the time of registration of #AarogyaSetu app is encrypted and anonymised before being uploaded to the cloud where it is stored in a secure encrypted server.,,,#AarogyaSetu,1.25665E+18,https://twitter.com/advocatekhushbu/status/1256645588235542528,,,,,,,
technicalmitra,03/05/2020 03:33:00,0,0,Aarogya Setu App Download aur Setup Kaise Karein? https:// youtu.be/lyNOxMQIx_E कोरोना ट्रैकिंग ऐप को आरोग्य सेतु ( #AarogyaSetu ) कहा जाता है,,,,,,,,,,,,
advocatekhushbu,03/05/2020 03:32:00,0,0,n/1 Principle of Security and Accountability: The #AarogyaSetu app ensures the security of the collected personal information by adhering with ‘reasonable security standards’ to protect from foreseeable risks,,,,,,,,,,,,
Nikkhilpancholi,03/05/2020 03:32:00,0,1,Aadhar itna bada database hai..uska half data bhi ye app collect nhi kr skti hai..phir bhi is app se problem ho rhi hai..data chori kie...jinka khud ka biodata aaj tak sahi se desh ko pta nhi chla hai..unko data chori kie problem ho rhi hai.. #AarogyaSetu #AarogyaSetuApp #app https:// twitter.com/NavbharatTimes /status/1256620471564423168 …,,,#AarogyaSetu #AarogyaSetuApp #app,1.25665E+18,https://twitter.com/Nikkhilpancholi/status/1256645159015645185,,,,,,,
Yxaz33556,03/05/2020 03:31:00,2,3,#AarogyaSetu Read the last line https:// twitter.com/i_theindian/st atus/1256644185756581889 …,,,#AarogyaSetu,1.25664E+18,https://twitter.com/Yxaz33556/status/1256644976563220480,,,,,,,
Yxaz33556,03/05/2020 03:30:00,0,0,I saw someone suggest go make the app open source. That seems like a good idea? We would know what data is collected and how it is stored and where. #AarogyaSetu https:// twitter.com/RahulGandhi/st atus/1256579764258607107 …,,,#AarogyaSetu,1.25664E+18,https://twitter.com/Yxaz33556/status/1256644629820133377,,,,,,,
Nauziii,03/05/2020 03:28:00,0,1,Am I the only one who haven't even downloaded Arogya Setu App yet ? #AarogyaSetu #AarogyaSetuApp,,,#AarogyaSetu #AarogyaSetuApp,1.25664E+18,https://twitter.com/Nauziii/status/1256644301146058752,,,,,,,
Nikkhilpancholi,03/05/2020 03:27:00,0,0,Are sir vo keypad wle phn m install nhi ho rha hai naa..app.. isliye unko problem ho rhi hai...old skool boy hai naa... education bhi Italy se hue hai naa...yha to holiday per aa jate hai bas.. #AarogyaSetuApp #AarogyaSetu #app https:// twitter.com/mssirsa/status /1256635249754353666 …,,,#AarogyaSetuApp #AarogyaSetu #app,1.25664E+18,https://twitter.com/Nikkhilpancholi/status/1256643987269660678,,,,,,,
aquibaziz6,03/05/2020 03:26:00,0,0,Congratulations @narendramodi ji new brain,,,,,,,,,,,,
VoraUttam3,03/05/2020 03:22:00,0,1,My blog on Aarogya Setu. Below is the link of my article on Aarogya Setu. #blogging #AarogyaSetu https:// thehindudotin.blogspot.com/2020/04/aarogy a-setu-app-all-you-are-looking.html?m=1 …,,,#blogging #AarogyaSetu,1.25664E+18,https://twitter.com/VoraUttam3/status/1256642702546030594,,,,,,,
Bhugolias,03/05/2020 03:22:00,0,0,#COVID__19 #COVID19 #Covid_19 #AarogyaSetu #India https:// youtu.be/qdtd6VpoatU,,,#COVID__19 #COVID19 #Covid_19 #AarogyaSetu #India,1.25664E+18,https://twitter.com/Bhugolias/status/1256642696380248065,,,,,,,
kunal_tyagi_,03/05/2020 03:20:00,0,1,Those who don’t care about national security are now talking about mobile app security this guy is a serious security concern to india and its safety. #AarogyaSetu https:// twitter.com/RahulGandhi/st atus/1256579764258607107 …,,,#AarogyaSetu,1.25664E+18,https://twitter.com/kunal_tyagi_/status/1256642193579638784,,,,,,,
